id,name,host_id,host_name,latitude,longitude,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,logprice,neighbourhood_group_Brooklyn,neighbourhood_group_Queens,neighbourhood_group_Staten Island,neighbourhood_group_Bronx,room_type_Private room,room_type_Shared room
2595,Skylit Midtown Castle,2845,Jennifer,40.75362,-73.98377,225,1,46,7/14/19,0.39,2,288,5.416100402,0,0,0,0,0,0
3647,THE VILLAGE OF HARLEM....NEW YORK !,4632,Elisabeth,40.80902,-73.9419,150,3,0,,0,1,365,5.010635294,0,0,0,0,1,0
3831,Cozy Entire Floor of Brownstone,4869,LisaRoxanne,40.68514,-73.95976,89,1,274,7/26/19,4.64,1,212,4.48863637,1,0,0,0,0,0
5099,Large Cozy 1 BR Apartment In Midtown East,7322,Chris,40.74767,-73.975,200,3,75,7/21/19,0.6,1,127,5.298317367,0,0,0,0,0,0
5178,Large Furnished Room Near B'way ,8967,Shunichi,40.76489,-73.98493,79,2,434,7/13/19,3.48,1,239,4.369447852,0,0,0,0,1,0
5222,Best Hideaway,7516,Marilyn,40.72764,-73.97949,116,30,94,6/15/16,0.74,1,322,4.753590191,0,0,0,0,0,0
5295,Beautiful 1br on Upper West Side,7702,Lena,40.80316,-73.96545,135,5,53,6/22/19,0.42,1,1,4.905274778,0,0,0,0,0,0
5441,Central Manhattan/near Broadway,7989,Kate,40.76076,-73.98867,85,2,190,7/21/19,1.5,1,23,4.442651256,0,0,0,0,1,0
5803,"Lovely Room 1, Garden, Best Area, Legal rental",9744,Laurie,40.66829,-73.98779,89,4,167,6/24/19,1.33,3,324,4.48863637,1,0,0,0,1,0
6090,West Village Nest - Superhost,11975,Alina,40.7353,-74.00525,120,90,27,10/31/18,0.22,1,4,4.787491743,0,0,0,0,0,0
6848,Only 2 stops to Manhattan studio,15991,Allen & Irina,40.70837,-73.95352,140,2,154,8/2/19,1.24,1,23,4.941642423,1,0,0,0,0,0
7097,Perfect for Your Parents + Garden,17571,Jane,40.69169,-73.97185,215,2,200,7/30/19,1.72,1,305,5.370638028,1,0,0,0,0,0
7322,"Chelsea Perfect  by Doti, an AIRBNB  Super Host!",18946,Doti,40.74192,-73.99501,140,1,268,7/25/19,2.17,1,5,4.941642423,0,0,0,0,1,0
7726,Hip Historic Brownstone Apartment with Backyard,20950,Adam And Charity,40.67592,-73.94694,99,3,59,7/29/19,4.59,1,22,4.59511985,1,0,0,0,0,0
7750,Huge 2 BR Upper East  Cental Park,17985,Sing,40.79685,-73.94872,190,7,0,,0,2,275,5.247024072,0,0,0,0,0,0
8024,CBG CtyBGd HelpsHaiti rm#1:1-4,22486,Lisel,40.68069,-73.97706,115,2,131,7/14/19,1.09,4,117,4.744932128,1,0,0,0,1,0
8110,CBG Helps Haiti Rm #2,22486,Lisel,40.68001,-73.97865,110,2,73,7/28/19,0.63,4,290,4.700480366,1,0,0,0,1,0
8490,"MAISON DES SIRENES1,bohemian apartment",25183,Nathalie,40.68371,-73.94028,120,2,92,7/21/19,0.76,2,251,4.787491743,1,0,0,0,0,0
8505,Sunny Bedroom Across Prospect Park,25326,Gregory,40.65599,-73.97519,60,1,20,7/29/19,1.35,2,89,4.094344562,1,0,0,0,1,0
9357,Midtown Pied-a-terre,30193,Tommi,40.76715,-73.98533,150,10,58,8/13/17,0.48,1,104,5.010635294,0,0,0,0,0,0
9657,Modern 1 BR / NYC / EAST VILLAGE,21904,Dana,40.7292,-73.98542,180,14,29,4/19/19,0.24,1,42,5.192956851,0,0,0,0,0,0
9668,front room/double bed,32294,Ssameer Or Trip,40.82245,-73.95104,50,3,244,7/18/19,2.04,3,341,3.912023005,0,0,0,0,1,0
9704,Spacious 1 bedroom in luxe building,32045,Teri,40.81305,-73.95466,52,2,92,7/20/19,1.46,1,252,3.951243719,0,0,0,0,1,0
9782,Loft in Williamsburg Area w/ Roof,32169,Andrea,40.72219,-73.93762,55,4,201,7/22/19,1.67,3,309,4.007333185,1,0,0,0,1,0
9783,back room/bunk beds,32294,Ssameer Or Trip,40.8213,-73.95318,50,3,274,7/9/19,2.35,3,334,3.912023005,0,0,0,0,1,0
10452,Large B&B Style rooms,35935,Angela,40.6831,-73.95473,70,1,74,5/12/19,0.65,2,291,4.248495242,1,0,0,0,1,0
10962,"Lovely room 2 & garden; Best area, Legal rental",9744,Laurie,40.66869,-73.9878,89,4,169,7/21/19,1.41,3,322,4.48863637,1,0,0,0,1,0
11174,HUGE Loft! Comfy! Light! Plants!,40979,Maciek,40.70457,-73.91869,98,1,57,7/25/19,0.48,1,15,4.584967479,1,0,0,0,0,0
11708,Cute apt in artist's home,44145,Tyrome,40.70186,-73.92745,85,2,233,7/15/19,1.96,2,24,4.442651256,1,0,0,0,0,0
11943,Country space in the city,45445,Harriet,40.63702,-73.96327,150,1,0,,0,1,365,5.010635294,1,0,0,0,1,0
12192,ENJOY Downtown NYC!,46978,Edward,40.7229,-73.98199,68,2,248,7/11/19,2.08,2,27,4.219507705,0,0,0,0,1,0
12299,Beautiful Sunny Park Slope Brooklyn,47610,Abdul,40.66278,-73.97966,120,3,15,5/27/19,0.39,1,344,4.787491743,1,0,0,0,0,0
12303,1bdr w private bath. in lofty apt,47618,Yolande,40.69673,-73.97584,120,7,25,9/30/18,0.23,1,339,4.787491743,1,0,0,0,1,0
12318,West Side Retreat,16800,Cyn,40.79009,-73.97927,135,4,82,7/16/19,0.7,1,310,4.905274778,0,0,0,0,1,0
12343,BEST BET IN HARLEM,47727,Earl,40.81175,-73.94478,150,7,99,7/9/19,0.85,1,303,5.010635294,0,0,0,0,0,0
12627,Entire apartment in central Brooklyn neighborhood.,49670,Rana,40.65944,-73.96238,150,29,11,6/5/19,0.47,1,124,5.010635294,1,0,0,0,0,0
12937,"1 Stop fr. Manhattan! Private Suite,Landmark Block",50124,Orestes,40.74771,-73.9474,130,3,251,7/14/19,2.25,1,245,4.86753445,0,1,0,0,1,0
12940,Charming Brownstone 3 - Near PRATT,50148,Adreinne,40.68111,-73.95591,110,7,61,5/25/19,0.52,1,245,4.700480366,1,0,0,0,0,0
13394,Fort Greene brownstone ,52335,Alexander,40.69142,-73.97376,80,3,135,6/17/19,1.16,2,211,4.382026635,1,0,0,0,1,0
13808,Blue Room for 2 in Brownstone for $1350 monthly,54275,JT And Tiziana,40.68043,-73.93934,80,1,114,7/29/19,1.02,3,269,4.382026635,1,0,0,0,1,0
14287,Cozy 1BD on Central Park West in New York City,56094,Joya,40.78635,-73.97008,151,3,76,7/29/19,0.65,1,254,5.017279837,0,0,0,0,0,0
14290,* ORIGINAL BROOKLYN LOFT *,56104,James,40.7042,-73.9356,228,3,84,7/7/19,0.71,1,151,5.429345629,1,0,0,0,0,0
14314,Greenpoint Place...Has It All! ,56246,Jeanne,40.73506,-73.95392,144,2,338,8/1/19,2.88,1,261,4.9698133,1,0,0,0,0,0
14322,Beautiful Apartment in Manhattan!!!,56284,Francesca,40.73961,-73.98074,200,7,19,3/25/19,0.21,1,287,5.298317367,0,0,0,0,0,0
14377,Williamsburg 1 bedroom Apartment,56512,Joanna,40.70881,-73.9593,150,30,107,7/5/19,0.91,1,215,5.010635294,1,0,0,0,0,0
14468,Under the Empire State Building/Midtown Manhattan,56909,Peter,40.74354,-73.98122,85,3,20,6/2/19,0.83,1,244,4.442651256,0,0,0,0,1,0
14991,"Great Location, Manhattan Bedroom!",59023,Bianca,40.72004,-73.99104,110,5,19,5/18/19,0.17,1,301,4.700480366,0,0,0,0,1,0
15220,Best Location in NYC! TIMES SQUARE!,59734,Luiz,40.75531,-73.99293,69,2,290,6/29/19,2.48,2,301,4.234106505,0,0,0,0,1,0
15338,Room in Greenpoint Loft w/ Roof,32169,Andrea,40.72401,-73.93788,49,4,138,6/4/19,1.18,3,336,3.891820298,1,0,0,0,1,0
15341,**Bright Nolita Apt w Doorman/Elevators/Gym**,60049,Ted,40.7221,-73.99775,180,30,21,6/29/19,0.29,1,180,5.192956851,0,0,0,0,0,0
15385,"Very, very cozy place",60252,Cristina,40.71185,-73.96204,80,2,43,8/3/19,0.38,1,280,4.382026635,1,0,0,0,1,0
15711,2 bedroom - Upper East Side-great for kids,61491,D,40.77065,-73.95269,250,2,66,3/30/19,0.57,2,218,5.521460918,0,0,0,0,0,0
16326,Comfortable 4-bedroom apt in family house.,63588,Dimitri,40.67811,-73.96428,200,30,143,1/26/19,1.32,2,286,5.298317367,1,0,0,0,0,0
16338,Double Room w Private Deck Clinton Hill Best Area,63613,Patricia,40.69,-73.96788,55,7,27,9/30/17,0.23,2,320,4.007333185,1,0,0,0,1,0
16421,Your Heaven in Hells Kitchen,63924,Mark,40.75979,-73.99119,52,30,192,7/30/19,1.64,1,219,3.951243719,0,0,0,0,1,0
16580,"Sunny, Modern room in East Village!",64442,Reka,40.72649,-73.97904,80,1,347,7/22/19,4.78,2,92,4.382026635,0,0,0,0,1,0
16595,*HAVEN LOFT - Entire Floor - Six Windows - Bricks*,64522,Daniel,40.70933,-73.96792,300,1,149,6/30/19,1.39,1,329,5.703782475,1,0,0,0,0,0
16821,Large Room in Amazing East Village Apt,4396,Casey,40.72298,-73.98474,99,1,108,6/27/19,1.27,2,342,4.59511985,0,0,0,0,1,0
16974,SpaHa Loft: Enormous and Bright,65837,Robin,40.80164,-73.93922,225,4,192,7/10/19,1.64,1,218,5.416100402,0,0,0,0,0,0
17037,Lovely EV Artist's Home,66035,Anna,40.72162,-73.98008,230,5,50,7/9/19,0.44,1,145,5.438079309,0,0,0,0,0,0
17092,Cool Room in Hell's Kitchen,66243,Enzo,40.76342,-73.98865,51,10,23,6/1/19,0.43,1,27,3.931825633,0,0,0,0,1,0
17693,"HARLEM, NEW YORK WELCOMES YOU!!",68428,Tye And Etienne,40.83139,-73.94095,65,2,49,6/18/19,1.55,2,353,4.17438727,0,0,0,0,1,0
17747,BLUE TRIM GUEST HOUSE,68599,George,40.68346,-73.96374,105,2,109,7/26/19,0.95,1,316,4.65396035,1,0,0,0,1,0
18127,Charming East Village One Bedroom Flat,69829,Josh,40.72828,-73.98801,170,5,21,1/2/19,0.19,1,243,5.135798437,0,0,0,0,0,0
18152,Manhattan Room,69942,Victoria,40.76865,-73.95058,200,2,146,8/3/19,1.52,1,259,5.298317367,0,0,0,0,1,0
18198,Little King of Queens,70091,Justin,40.75038,-73.90334,70,30,25,5/31/19,0.22,1,237,4.248495242,0,1,0,0,1,0
18590,Fort Greene Retreat on the Park,71512,Blaise,40.6932,-73.97267,95,3,143,6/16/19,1.27,1,149,4.553876892,1,0,0,0,1,0
18728,Beautiful Meatpacking District Loft,71876,DAVID And RICK,40.74138,-74.00197,150,4,169,7/29/19,1.65,1,289,5.010635294,0,0,0,0,1,0
18764,Cozy 2 BR in Williamsburg ,72014,Lulú,40.71154,-73.96112,145,3,62,7/15/19,0.54,4,244,4.976733742,1,0,0,0,1,0
19159,Spacious luminous apt Upper West NYC,73051,Sybilla,40.82915,-73.95136,110,31,55,7/29/19,0.5,1,228,4.700480366,0,0,0,0,0,0
19169,Entire 2 Bedroom - Large & Sunny,73128,Joanna,40.71851,-73.98892,285,5,72,7/12/19,0.63,1,317,5.65248918,0,0,0,0,0,0
19282,"Sunny, Spacious Top Floor Haven",73469,Gaia,40.65401,-73.96323,130,6,17,7/20/19,0.16,1,71,4.86753445,1,0,0,0,0,0
19812,2 bedroom Williamsburg Apt - Bedford L stop,74857,Starlee,40.71833,-73.95748,105,3,61,8/9/18,0.53,1,284,4.65396035,1,0,0,0,0,0
20299,Oh glorious spring!,62407,Edward,40.72334,-73.9844,60,3,198,7/25/19,1.75,1,27,4.094344562,0,0,0,0,1,0
20611,Cozy Bedroom in Williamsburg 3 BR,72014,Lulú,40.71156,-73.96218,85,3,177,7/22/19,1.55,4,304,4.442651256,1,0,0,0,1,0
20724,Sunny room+Pvte office in huge loft,961342,Augustin,40.70032,-73.9383,65,4,24,5/26/19,0.27,1,299,4.17438727,1,0,0,0,1,0
20734,Spacious Prospect Heights Apartment,78460,Sean & Lynette,40.68233,-73.97261,131,4,171,7/28/19,3.44,1,223,4.875197323,1,0,0,0,0,0
20755,"Large Parlor Room, Landmark Home 1 block to PRATT",51038,Erica,40.68634,-73.966,98,7,16,5/31/19,0.2,6,296,4.584967479,1,0,0,0,1,0
20853,2-bed brownstone duplex + garden,79070,Tracy,40.68035,-73.97162,250,7,22,7/7/19,0.31,1,186,5.521460918,1,0,0,0,0,0
21293,Sunny Apartment in Artist Home,44145,Tyrome,40.70093,-73.92609,105,3,119,7/2/19,1.05,2,29,4.65396035,1,0,0,0,0,0
21456,Light-filled classic Central Park ,42032,Dana,40.79764,-73.96177,140,30,82,7/7/19,0.72,1,198,4.941642423,0,0,0,0,0,0
21644,"Upper Manhattan, New York",82685,Elliott,40.82803,-73.94731,89,1,1,10/9/18,0.1,1,365,4.48863637,0,0,0,0,1,0
21794,COZY QUIET room 4 DOOGLERS!,83257,Olan,40.74008,-74.00271,110,30,30,5/1/19,0.27,2,340,4.700480366,0,0,0,0,1,0
22911,The Stuydio Modern and Light Filled,87773,Shelly,40.68413,-73.92357,125,7,139,10/28/18,1.22,2,108,4.828313737,1,0,0,0,0,0
22918,loft bed - near transportation-15min to times sq,32294,Ssameer Or Trip,40.82279,-73.95139,60,3,11,1/3/19,0.81,3,248,4.094344562,0,0,0,0,1,0
23135,House On Henry (3rd FLR Suite),11481,Annette,40.67967,-74.00154,175,2,236,7/16/19,2.1,3,342,5.164785974,1,0,0,0,0,0
23501,Monkey Retreat Manhattan,63318,Meka,40.83927,-73.94281,65,2,68,11/1/12,0.6,1,341,4.17438727,0,0,0,0,1,0
24143,"Williamsburg—Steps To Subway, Private Bath&Balcony",97219,Seth,40.71332,-73.94177,101,3,338,8/4/19,3.02,1,147,4.615120517,1,0,0,0,1,0
24285,Beautiful Duplex Apartment,97797,Brenda,40.66941,-73.98109,220,30,88,11/2/18,0.79,1,9,5.393627546,1,0,0,0,0,0
25406,"Modern Brooklyn Apt., August sublet",105538,Erik,40.71459,-73.94844,80,30,29,5/26/18,0.39,1,218,4.382026635,1,0,0,0,0,0
25696,"1,800 sq foot in luxury building",107628,Dena,40.8092,-73.94421,100,2,171,7/15/19,1.6,1,324,4.605170186,0,0,0,0,1,0
26012,Sunny 2-story Brooklyn townhouse w deck and garden,109589,Jessica,40.68157,-73.98989,200,30,20,7/30/19,0.2,1,205,5.298317367,1,0,0,0,0,0
26362,"Times Square, Safe, Clean and Cozy!",59734,Luiz,40.75527,-73.99291,59,2,338,7/15/19,3.01,2,268,4.077537444,0,0,0,0,1,0
26520,"Cozy Room #3, Landmark Home 1 Block to PRATT",51038,Erica,40.68698,-73.96572,125,2,19,6/2/19,0.19,6,334,4.828313737,1,0,0,0,1,0
26559,Beautiful Apartment East Village,112793,Sally,40.7288,-73.98192,140,7,12,12/11/17,0.12,1,193,4.941642423,0,0,0,0,0,0
26785,Park Slope Green Guest House,42273,Dani,40.66853,-73.98912,120,30,468,7/31/19,4.19,2,281,4.787491743,1,0,0,0,0,0
26933,2 BR / 2 Bath Duplex Apt with patio! East Village,72062,Bruce,40.7254,-73.98157,350,2,7,8/9/17,0.06,4,270,5.857933154,0,0,0,0,0,0
26954,NYC fabulous views Manhattan's eye,115157,Nimo,40.74294,-73.98009,199,5,38,12/2/15,0.38,1,285,5.293304825,0,0,0,0,0,0
26969,2 story family home in Williamsburg,115307,Alexandra,40.71942,-73.95748,325,3,326,7/15/19,3,1,104,5.783825182,1,0,0,0,0,0
27385,Great Large 1 BR apt  in East Village!,72062,Bruce,40.72555,-73.97965,225,1,116,7/1/19,1.05,4,281,5.416100402,0,0,0,0,0,0
27531,Eveland Private Bed & Living Room w/ Own Entrance,118971,Evelyn,40.66831,-73.98604,99,2,356,7/24/19,3.19,3,20,4.59511985,1,0,0,0,1,0
27644,Sugar Hill Rest Stop ,119510,Emma,40.82754,-73.94919,170,2,198,8/4/19,2.04,1,326,5.135798437,0,0,0,0,0,0
27759,apartment next to Central park,119900,Sylvie,40.77842,-73.97556,170,7,14,7/26/19,0.13,1,230,5.135798437,0,0,0,0,0,0
28321,Large 1  BR in a 3 BR Brooklyn apt. next to Q Trn.,65091,Kay,40.65593,-73.96053,75,2,9,10/5/18,0.08,1,353,4.317488114,1,0,0,0,1,0
28396,Modern Apt with Spectacular Views,6197784,Jo,40.71923,-73.96468,90,1,9,9/18/11,0.08,1,274,4.49980967,1,0,0,0,1,0
28907,Garden studio in the Upper East Sid,124352,Lisa,40.778,-73.94822,150,5,21,8/15/17,0.19,1,218,5.010635294,0,0,0,0,0,0
29012,Secluded Master Bedroom in Beautiful Huge Apt,124797,Fernando And Lenin,40.85879,-73.93128,85,15,36,8/17/17,0.33,1,339,4.442651256,0,0,0,0,1,0
29013,B & B Room 1,35935,Angela,40.68332,-73.9547,70,3,63,5/14/19,0.57,2,310,4.248495242,1,0,0,0,1,0
29455,ACCOMMODATIONS GALORE #1,126607,Laurine,40.81618,-73.94894,120,3,155,6/20/19,1.41,4,195,4.787491743,0,0,0,0,0,0
29628,Sunny Room in New Condo,127608,Chris,40.68414,-73.96351,89,3,262,7/28/19,2.35,1,286,4.48863637,1,0,0,0,1,0
29683,Stylish & Sleek Apartment Near SoHo!,125857,Uli,40.72392,-73.99143,185,5,76,8/5/19,0.68,1,268,5.220355825,0,0,0,0,0,0
30031,NYC artists’ loft with roof deck,129352,Sol,40.73494,-73.9503,50,3,194,7/27/19,1.86,1,3,3.912023005,1,0,0,0,1,0
30927,Unique & Charming small 1br Apt. LES,120335,Cs,40.71341,-73.98856,105,3,33,7/10/19,0.3,1,8,4.65396035,0,0,0,0,0,0
31130,Most Central Location!,117287,Lara,40.76754,-73.98399,130,1,50,5/26/19,0.45,3,246,4.86753445,0,0,0,0,1,0
31902,Sanctuary in East Flatbush,137292,Sunder,40.63188,-73.93248,77,2,2,1/1/19,0.02,1,178,4.343805422,1,0,0,0,1,0
31994,Room with En Suite Bathroom & Deck,137814,Waldemar,40.6873,-73.9634,76,2,427,6/26/19,3.86,3,292,4.33073334,1,0,0,0,1,0
32023,FLAT MACDONOUGH,137974,Khem,40.68296,-73.93662,125,3,231,7/18/19,2.11,2,185,4.828313737,1,0,0,0,0,0
32037,Huge Private  Floor at The Waverly,116599,Sahr,40.6863,-73.96765,135,4,84,7/1/19,0.77,3,363,4.905274778,1,0,0,0,1,0
32100,"Modern Greenpoint, Brooklyn Apt",138579,Ali+Scott,40.73409,-73.95348,250,29,3,7/30/17,0.03,1,40,5.521460918,1,0,0,0,0,0
32289,"Sun-drenched, artsy modernist 1 BDRM duplex",139612,Elisabeth,40.71561,-73.94835,199,3,10,6/11/18,0.1,1,304,5.293304825,1,0,0,0,0,0
32329,Fully Furnished Beautiful 1 Bedroom,139853,Victor,40.72895,-73.98377,160,14,3,8/19/16,0.04,1,363,5.075173815,0,0,0,0,0,0
32363,Fully Furnished Basement Apartment,140025,Fredah,40.74028,-73.83168,140,2,1,9/19/11,0.01,1,1,4.941642423,0,1,0,0,1,0
32965,FLAT MACDONOUGH GARDEN,137974,Khem,40.68281,-73.93524,115,3,126,7/8/19,1.72,2,197,4.744932128,1,0,0,0,0,0
32969,Light filled Williamsburg Apartment,142833,Katherine,40.71596,-73.93938,160,3,11,7/2/19,0.11,1,217,5.075173815,1,0,0,0,0,0
33009,Retreat in Williamsburg,143027,Ming,40.71492,-73.95935,195,4,241,6/26/19,2.18,1,250,5.272999559,1,0,0,0,0,0
33014,NYC Zen,143048,Paula,40.72354,-73.98295,195,3,31,7/28/19,0.29,1,254,5.272999559,0,0,0,0,0,0
33223,Cozy BR in Wiliamsburg 3 Bedroom,72014,Lulú,40.71165,-73.96087,80,3,202,7/21/19,1.86,4,256,4.382026635,1,0,0,0,1,0
34760,Sunny Room in Old Historical Brooklyn Townhouse,149929,Obed,40.69101,-73.97312,44,8,27,6/29/19,1.02,5,4,3.784189634,1,0,0,0,1,0
36121,Lg Rm in Historic Prospect Heights,62165,Michael,40.67386,-73.96641,85,15,9,5/10/13,0.09,1,229,4.442651256,1,0,0,0,1,0
36133,Classic Artist Loft Williamsburg,142684,White,40.71536,-73.96057,125,3,155,6/13/19,1.6,1,340,4.828313737,1,0,0,0,1,0
36442,Great location. Spacious on PROSPECT PARK,137432,Paz,40.6741,-73.96595,115,15,4,8/27/18,0.05,1,298,4.744932128,1,0,0,0,0,0
36647,Private Bdrm/Bathrm. New! Elevator!,157798,Irene,40.79295,-73.93997,69,2,34,5/29/17,0.32,1,5,4.234106505,0,0,0,0,1,0
36703,"Sunny, clean 1 bdrm in W. Village",158284,Karene,40.73226,-74.00401,225,45,134,3/31/19,1.22,1,341,5.416100402,0,0,0,0,0,0
36934,Great location in Williamsburg,159370,Viviana,40.71363,-73.96398,125,6,27,12/27/18,0.25,1,218,4.828313737,1,0,0,0,0,0
38638,Light and Airy Upper East Side 1 BDR apartment,92788,Sara,40.77711,-73.9527,219,4,126,6/26/19,1.15,2,290,5.38907173,0,0,0,0,0,0
39267,CENTRAL PARK LOFT all for YOU,168417,Marie,40.77456,-73.95323,99,1,237,7/29/19,2.61,2,158,4.59511985,0,0,0,0,0,0
39282,Indie-Chic Share In Williamsburg,168525,Gus,40.71088,-73.95055,69,4,203,8/1/19,1.85,2,63,4.234106505,1,0,0,0,1,0
39593,"A room w/ a Manhattan view, longer stay",110506,Myung,40.74559,-73.92313,79,30,28,4/12/19,0.26,1,155,4.369447852,0,1,0,0,1,0
39704,"Private, Large & Sunny 1BR w/W&D",170510,Renée,40.68306,-73.94659,135,2,313,7/17/19,2.87,2,2,4.905274778,1,0,0,0,0,0
40039,Luxurious Condo in DUBMO with View,171851,Henry,40.70207,-73.98571,250,3,14,4/25/11,0.13,1,218,5.521460918,1,0,0,0,1,0
40453,Charming & Cozy midtown loft any WEEK ENDS  !!!,174025,Sylvia,40.76123,-73.9642,250,3,4,9/23/16,0.08,1,365,5.521460918,0,0,0,0,0,0
42580,Parlor Room In Victorian Townhouse,137814,Waldemar,40.68843,-73.96408,70,2,298,7/17/19,3.48,3,327,4.248495242,1,0,0,0,1,0
42729,House On Henry (2nd FLR Suite),11481,Annette,40.6783,-74.00135,165,2,150,6/18/19,1.38,3,347,5.105945474,1,0,0,0,0,0
42882,New York room with a view,185978,Newyorkroomwithaview,40.64524,-74.08088,70,2,168,7/31/19,1.66,1,311,4.248495242,0,0,1,0,1,0
43957,Sunny cozy room in Brklyn townhouse,177536,Tessa,40.70641,-73.91765,50,2,54,8/4/19,1.06,1,39,3.912023005,1,0,0,0,1,0
44096,Room with a View,190409,Waundell,40.83232,-73.93184,40,1,223,7/21/19,2.06,3,345,3.688879454,0,0,0,1,1,0
44161,Williamsburg Old School Light x Airy x Rustic Loft,193360,Young,40.71045,-73.9677,150,2,193,7/6/16,1.77,1,206,5.010635294,1,0,0,0,0,0
44212,West Inn 2 - East Village,72062,Bruce,40.72518,-73.98034,125,1,84,6/23/19,0.77,4,311,4.828313737,0,0,0,0,1,0
44221,Financial District Luxury Loft,193722,Coral,40.70666,-74.01374,196,3,117,7/12/19,1.08,1,20,5.278114659,0,0,0,0,0,0
44229,BROOKLYN VICTORIAN STYLE SUITE.....,181376,Carol,40.69098,-73.97113,110,2,216,7/7/19,2.01,2,318,4.700480366,1,0,0,0,1,0
44288,Lovely West Village Studio on tree lined street,193637,Sara,40.73756,-74.00405,170,3,86,6/1/19,0.79,1,193,5.135798437,0,0,0,0,0,0
44506,ACCOMMODATIONS GALORE#3. 1-5 GUESTS,126607,Laurine,40.81526,-73.94791,165,3,84,8/5/19,0.78,4,188,5.105945474,0,0,0,0,0,0
44973,Creative South Williamsburg Studio,198411,Anastasia,40.70662,-73.95335,132,3,115,1/28/19,1.07,1,11,4.882801923,1,0,0,0,0,0
45393,Greenwich Village Stylish Apartment,201297,Myrna,40.73423,-74.0046,150,26,38,4/20/16,0.35,1,212,5.010635294,0,0,0,0,0,0
45556,"Fort Greene, Brooklyn: Center Bedroom",67778,Doug,40.68863,-73.97691,65,2,213,8/4/19,1.97,2,146,4.17438727,1,0,0,0,1,0
45910,Beautiful Queens Brownstone! - 5BR,204539,Mark,40.70382,-73.89797,350,8,11,7/1/19,0.12,5,365,5.857933154,0,1,0,0,0,0
45936,Couldn't Be Closer To Columbia Uni,867225,Rahul,40.80549,-73.95924,99,4,122,5/14/19,1.17,2,244,4.59511985,0,0,0,0,1,0
46544,Park Slope haven 15 mins from Soho,8198,Monica,40.67994,-73.97863,150,5,52,6/5/19,0.49,1,47,5.010635294,1,0,0,0,0,0
46723,SAFE  AND BEAUTIFUL ACCOMODATION,209460,Marylyn,40.67992,-73.9475,90,3,126,5/19/19,1.16,4,343,4.49980967,1,0,0,0,1,0
46911,Large Room in private Brownstone in Park Slope,210746,Kathleen R.,40.67868,-73.97307,120,3,51,6/24/19,0.47,3,215,4.787491743,1,0,0,0,1,0
47199,"NEW YORK CITY, 1 BDRM.(NEAR CENTRAL PARK & METRO)",212722,Teresa,40.76834,-73.95334,75,3,201,7/23/19,1.85,1,336,4.317488114,0,0,0,0,1,0
47362,"LARGE, COMFY 1BDR W/CHARACTER!!!",214148,Robert,40.68237,-73.9415,175,26,30,9/3/12,0.28,1,365,5.164785974,1,0,0,0,0,0
47926,LUX APT IN TIMES SQUARE NEW BUILDING,218404,Claudia,40.76307,-73.99665,275,1,45,7/22/19,0.42,1,306,5.616771098,0,0,0,0,0,0
48719,Designer 1 BR Duplex w/ Terrace- Spectacular Views,221873,Shane,40.71882,-73.98852,299,2,111,7/7/19,1.05,1,255,5.700443573,0,0,0,0,0,0
50447,Lovely Apt & Garden;  Legal;  Best Area; Amenities,9744,Laurie,40.6693,-73.98804,135,5,152,7/13/19,1.43,3,181,4.905274778,1,0,0,0,0,0
51485,Lower East Side $62~/night,236655,Erina,40.72319,-73.99201,83,1,288,7/19/19,2.69,1,4,4.418840608,0,0,0,0,1,0
51572,Prime Location in Manhattan,237329,Lee,40.74859,-73.99671,123,1,376,7/17/19,3.5,1,329,4.812184355,0,0,0,0,1,0
51850,( F) Excellent/Pvt Rm,27848,Jullett,40.67252,-73.76597,55,2,52,5/20/19,0.48,2,365,4.007333185,0,1,0,0,1,0
53469,cozy studio with parking spot,204539,Mark,40.71722,-73.87856,98,30,33,5/9/15,0.31,5,270,4.584967479,0,1,0,0,0,0
53470,Clean and convenient 2BR apartment,204539,Mark,40.70234,-73.89816,140,7,6,10/8/15,0.06,5,365,4.941642423,0,1,0,0,1,0
53477,3 floors of luxury!,204539,Mark,40.71546,-73.87854,265,7,38,4/27/19,0.38,5,362,5.579729826,0,1,0,0,0,0
54158,The Institute—Heart of Williamsburg,10889,Bob,40.7195,-73.95976,249,2,363,7/29/19,3.45,2,181,5.517452896,1,0,0,0,0,0
54453,MIDTOWN WEST - Large alcove studio,255583,Anka,40.76548,-73.98474,105,6,10,1/7/14,0.09,1,363,4.65396035,0,0,0,0,0,1
54466,Beautiful Uptown Manhattan apartmnt,253385,Douglas,40.80234,-73.95603,200,30,0,,0,1,365,5.298317367,0,0,0,0,1,0
54544,City Room - Private Penthouse Apt.,256161,Wayne,40.81035,-73.94598,121,1,107,7/14/19,1.02,5,249,4.795790546,0,0,0,0,0,0
54626,Cozy bedroom by Yankee Stadium,190409,Waundell,40.83075,-73.93058,45,1,145,7/31/19,1.5,3,337,3.80666249,0,0,0,1,1,0
54860,Great apartment with private bathroom and entrance,258164,Jenny,40.79958,-73.94275,100,5,208,7/30/19,1.94,1,209,4.605170186,0,0,0,0,1,0
55467,Private Garden Apt • New Renovation,260709,Paul,40.71625,-73.93845,140,2,258,7/26/19,3.06,1,71,4.941642423,1,0,0,0,0,0
