id,name,host_id,host_name,latitude,longitude,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,logprice,neighbourhood_group_Brooklyn,neighbourhood_group_Queens,neighbourhood_group_Staten Island,neighbourhood_group_Bronx,room_type_Private room,room_type_Shared room
19691108,Charming Studio in Historic Brooklyn Brownstone,31582668,Marci,40.68128,-73.93202,99,3,57,7/22/19,2.47,1,60,4.59511985,1,0,0,0,0,0
19691179,Sun-filled Lower East Side Guest Room,138708257,Jeffrey,40.72113,-73.9849,125,2,52,6/30/19,2.1,1,43,4.828313737,0,0,0,0,1,0
19691525,Small room in Historical home on Staten Island,128338539,Reuben,40.63144,-74.07913,34,1,12,7/15/19,0.67,4,80,3.526360525,0,0,1,0,1,0
19691986,Beautiful Comfortable Historic Brownstone,138713312,M,40.80832,-73.95275,115,2,94,7/14/19,3.81,1,107,4.744932128,0,0,0,0,1,0
19692421,Sunny studio in midtown Manhattan,120762452,Stanley,40.74846,-73.97557,170,30,6,7/8/19,0.26,50,340,5.135798437,0,0,0,0,0,0
19692746,East Village Studio Recently Renovated,138721769,Marcelo,40.72807,-73.98801,200,2,114,7/22/19,4.86,1,1,5.298317367,0,0,0,0,0,0
19693245,Fully furnished one bedroom in midtown Manhattan,120762452,Stanley,40.74956,-73.97668,175,30,3,7/20/19,0.13,50,352,5.164785974,0,0,0,0,0,0
19694938,A gem in the East Village Manhattan!!,138741275,Karina,40.72497,-73.98208,220,3,83,7/30/19,3.33,1,237,5.393627546,0,0,0,0,0,0
19694951,Cozy Bedstuy Apartment,138741690,Fran,40.686,-73.94133,50,1,12,6/27/19,0.5,1,47,3.912023005,1,0,0,0,1,0
19695709,Huge sunlit 1BD in heart of Williamsburg King Bed!,2224802,Daniel,40.71379,-73.94635,200,4,22,7/1/19,0.87,1,3,5.298317367,1,0,0,0,0,0
19696674,"Sunny, quiet room next to Prospect Park",10402380,Yuval,40.67408,-73.96364,60,1,134,7/23/19,5.28,3,126,4.094344562,1,0,0,0,1,0
19696952,Lovely Bedroom available in the heart of Bushwick,70822653,Brandon,40.70126,-73.91396,55,3,2,11/29/17,0.1,1,263,4.007333185,1,0,0,0,1,0
19699241,MJ house,138782186,Hannah M,40.65531,-73.7274,70,1,0,,0,2,365,4.248495242,0,1,0,0,1,0
19699596,Intimate and Welcoming,138785704,Andrea,40.81661,-73.93471,150,2,64,7/29/19,2.67,1,74,5.010635294,0,0,0,0,0,0
19701037,1BR - Heart of West Village - 30 Day Min - Unit 6,4422523,Marie,40.73394,-74.0049,140,30,4,3/3/19,0.25,6,182,4.941642423,0,0,0,0,0,0
19703922,NYC 1-bedroom apartment on the UES,2262180,Andrew,40.76651,-73.95155,145,2,35,7/28/19,2.52,1,283,4.976733742,0,0,0,0,0,0
19709550,Artist 1.5 bedroom WHOLE apartment in central NY!,38204730,Kathy,40.73564,-73.98229,239,5,2,1/2/18,0.08,3,296,5.476463552,0,0,0,0,0,0
19709666,Beautiful Studio in Historic Inwood-NYC!,21056771,Lauren & Ron,40.86801,-73.92372,65,2,117,7/22/19,4.69,1,117,4.17438727,0,0,0,0,0,0
19710391,BedStuy Dream-house,28680760,Edwin,40.68474,-73.91825,250,4,3,9/17/17,0.12,1,332,5.521460918,1,0,0,0,0,0
19710742,Sunny Room w/ Private Bath in Williamsburg!,2361069,Philip,40.71553,-73.96332,90,4,77,8/3/19,3.28,1,59,4.49980967,1,0,0,0,1,0
19710855,Cozy Ground Floor Apartment-SUBWAY ONE BLOCK AWAY,49764808,Danielle,40.67848,-73.91543,85,2,72,7/15/19,2.94,2,161,4.442651256,1,0,0,0,0,0
19711512,"Cozy, Cool, Mid Century Modern Apt in Boerum Hill",1024251,Michael,40.68807,-73.98161,170,2,21,8/21/18,0.83,1,37,5.135798437,1,0,0,0,0,0
19712405,Private basement room in a duplex apartment,109908957,Natalia & Gustavo,40.6458,-73.94586,50,1,8,6/2/18,0.34,2,89,3.912023005,1,0,0,0,1,0
19713885,The Historic Jackson Heights,137575707,Lilia,40.75091,-73.89304,62,2,59,8/4/19,2.38,1,317,4.127134385,0,1,0,0,1,0
19714056,"Bright, spacious bedroom in comfy Brooklyn home",3013202,Chelsea,40.69997,-73.91666,70,4,1,8/21/17,0.04,1,84,4.248495242,1,0,0,0,1,0
19715121,Brooklyn Spacious Studio,34899836,Frances,40.65777,-73.91671,100,2,37,7/9/19,1.55,1,58,4.605170186,1,0,0,0,0,0
19716375,Rockaway Hideaway,137305439,Harry,40.58891,-73.81578,110,1,35,7/21/19,1.39,2,363,4.700480366,0,1,0,0,1,0
19717723,Tiny STUDIO in EastVillage,49656804,Marija,40.72696,-73.98553,100,3,81,7/30/19,3.24,1,30,4.605170186,0,0,0,0,0,0
19719874,Studio - West Village - Unit 1,4422523,Marie,40.73598,-74.00505,140,30,2,7/17/19,0.16,6,340,4.941642423,0,0,0,0,0,0
19720055,Big Private Room in quite place with a balcony.,138983570,Ali,40.74777,-73.91546,45,5,1,5/10/19,0.34,1,35,3.80666249,0,1,0,0,1,0
19720270,Bright corner Studio in the heart of Harlem,12293403,Joffrey,40.81113,-73.94113,150,2,21,2/24/19,0.85,2,186,5.010635294,0,0,0,0,0,0
19721535,Rockaway Beach Oasis,12162815,Annelise,40.59093,-73.81238,140,2,9,6/14/19,0.36,1,63,4.941642423,0,1,0,0,0,0
19730968,Furnished private large room at a great location,138717905,Luca,40.79626,-73.94429,67,2,28,7/3/19,1.17,1,142,4.204692619,0,0,0,0,1,0
19731225,Entire 2 bedroom floor in owner occup Brownstone,71097702,Paula,40.6815,-73.98028,290,30,50,7/7/19,2.07,2,323,5.669880923,1,0,0,0,0,0
19731551,CHARMING QUIET STUDIO RIGHT OFF CENTRAL PARK WEST,9293730,Inna,40.78469,-73.97197,159,30,3,7/15/19,0.25,15,352,5.068904202,0,0,0,0,0,0
19734117,"UES: Bdrm Sunny Corner Apt, 3 flights of stairs up",139135366,Eileen,40.76864,-73.95427,110,2,20,6/15/19,0.85,1,21,4.700480366,0,0,0,0,0,0
19734492,Beautiful Modern Brooklyn Gem,137184002,Kevin,40.6543,-73.91488,85,1,193,8/1/19,7.76,1,119,4.442651256,1,0,0,0,0,0
19736798,"Large Private Room
Sleeps 4 Guests
Full Amenities",139165159,Deonisis,40.8662,-73.92646,60,1,135,8/4/19,6.08,1,55,4.094344562,0,0,0,0,1,0
19737981,SPOTLESS  bedroom separate entrance  paid parking.,120767920,Jimmy &Cindy,40.75786,-73.8123,48,2,54,7/1/19,2.19,10,350,3.871201011,0,1,0,0,1,0
19738695,Two Bedroom Apt in Midtown East,24559181,Aldi,40.76302,-73.96725,200,1,18,7/20/19,0.79,3,331,5.298317367,0,0,0,0,0,0
19743272,Cozy Inn,138628430,Tyeesha,40.85167,-73.92144,50,1,0,,0,1,363,3.912023005,0,0,0,1,1,0
19743334,Gem in South Williamsburg,3363377,Eryka,40.70997,-73.94902,114,2,47,7/29/19,1.91,2,117,4.736198448,1,0,0,0,1,0
19743941,Spacious Prospect Park Loft Apartment,6042053,Jonathan,40.66062,-73.96084,200,3,32,6/28/19,1.32,1,339,5.298317367,1,0,0,0,0,0
19744503,Private and Comfortable bedroom,138003310,Marta,40.70008,-73.83344,60,7,54,7/26/19,2.2,1,310,4.094344562,0,1,0,0,1,0
19744691,Townhouse with  private bathroom and lush backyard,8162588,Kristen,40.67226,-73.92477,40,3,11,7/13/19,0.44,1,17,3.688879454,1,0,0,0,1,0
19747278,Large bayfront Apt in Rockaway Beach,106125,Alexa,40.59106,-73.8113,108,2,22,7/13/19,0.9,1,342,4.682131227,0,1,0,0,0,0
19748553,Ten minutes from Manhattan Private room,132042700,Evi,40.76128,-73.92508,45,1,109,12/30/18,4.39,3,139,3.80666249,0,1,0,0,1,0
19748676,Shu's home,138579344,Lester And Shirell,40.68895,-73.96259,130,2,51,7/19/19,2.29,1,177,4.86753445,1,0,0,0,0,0
19749398,Pent house for rent in Astoria 5 min to LGA,95570854,Fatema,40.71359,-74.00538,300,1,0,,0,2,179,5.703782475,0,0,0,0,1,0
19751205,"Gorgeous Sun-fulled Studio, Perfect Location!!!",55148803,Bianca And Jordan,40.71581,-73.95423,146,2,43,7/14/19,1.71,1,181,4.983606622,1,0,0,0,0,0
19757672,Quiet Studio in Midtown manhattan,120762452,Stanley,40.74965,-73.97566,150,30,1,4/10/18,0.06,50,346,5.010635294,0,0,0,0,0,0
19758402,City Island 3 BD Cozy Home Near the Beach,139415761,Deb,40.85306,-73.78948,95,2,44,8/4/19,1.77,1,154,4.553876892,0,0,0,1,0,0
19760163,Bronx Room for Rent,6843497,J.F.,40.84932,-73.85883,35,3,4,4/6/19,0.16,1,69,3.555348061,0,0,0,1,1,0
19760412,Cozy Home in Brooklyn Heights,12326863,Catherine,40.69144,-73.99637,160,30,0,,0,1,19,5.075173815,1,0,0,0,0,0
19763298,Large-sunny-private room & bathroom in UES hi rise,12825778,Laura,40.78273,-73.95048,46,3,26,7/30/19,1.04,1,1,3.828641396,0,0,0,0,1,0
19763459,Great location-Close to metro in cool neighborhood,81160897,Roberto,40.70152,-73.91148,50,1,16,4/21/19,0.64,1,336,3.912023005,1,0,0,0,1,0
19763657,East Williamsburg Sanctuary at Morgan L train,19612095,Ellie,40.70496,-73.93122,65,2,21,7/19/19,0.84,2,164,4.17438727,1,0,0,0,1,0
19764868,"UWS Townhouse 1BR  Modern, Bright 3A",106837455,Lisa,40.78443,-73.98256,135,90,0,,0,8,32,4.905274778,0,0,0,0,0,0
19766312,Room in conveniently located charming apartment,3118776,Akiko,40.76363,-73.93033,48,5,56,8/2/19,2.25,1,7,3.871201011,0,1,0,0,1,0
19766791,Beautiful Private Room,38815234,Viviana,40.82747,-73.94224,45,3,43,7/20/19,1.75,2,204,3.80666249,0,0,0,0,1,0
19768754,"#1 Spacious Cozy Room, 30 minutes from Manhattan",619942,Stacy & Simon,40.68749,-73.87261,42,30,44,8/4/19,1.82,6,133,3.737669618,1,0,0,0,1,0
19768762,Two bedrooms with free parking,115355054,Alice,40.75183,-73.80665,139,2,38,7/14/19,1.76,1,78,4.934473933,0,1,0,0,0,0
19769057,1 Bed Apartment in Fort Greene with Private Garden,3019399,Andreas,40.68633,-73.97164,180,4,15,7/1/19,0.62,1,18,5.192956851,1,0,0,0,0,0
19769403,AMAZING 2 bedroom in the heart of Chelsea!,10307134,Anna,40.74204,-73.99899,275,3,21,7/14/19,0.87,2,78,5.616771098,0,0,0,0,0,0
19769912,"Modern, Stylish & Spacious Brooklyn Oasis",54508926,Roshumba,40.63837,-73.91149,167,2,107,8/1/19,4.31,1,310,5.117993812,1,0,0,0,0,0
19779217,Cozy and private room in the East Village,27895393,Daniel,40.72295,-73.98487,95,3,25,7/11/19,1.09,1,30,4.553876892,0,0,0,0,1,0
19785737,Hillside Hotel,134184451,Hillside Hotel,40.70445,-73.81399,135,1,1,10/8/17,0.04,18,177,4.905274778,0,1,0,0,1,0
19786465,private room in the Bronx,84941679,Junior,40.81699,-73.86741,80,1,2,10/2/18,0.09,1,88,4.382026635,0,0,0,1,1,0
19786549,Dungeon heaven. SOHO loft-feel in Bklyn.❤️❤️❤️❤️❤️,16534981,Suzy,40.68141,-73.93301,68,14,10,4/30/19,0.41,5,310,4.219507705,1,0,0,0,0,0
19786757,2 Bedrooms PRIVATE BATHROOM AND KITCHEN,131684478,Mervin (Michael),40.63291,-74.11777,83,2,5,8/29/18,0.23,3,217,4.418840608,0,0,1,0,1,0
19786915,Spacious Clean Studio  Apartment,86892032,Marian,40.65766,-73.72838,60,1,60,8/2/19,2.44,1,345,4.094344562,0,1,0,0,0,0
19787245,CHIC & BRIGHT APT ON UES CLOSE TO CENTRAL PARK,9293730,Inna,40.76937,-73.95745,155,30,9,7/9/19,0.4,15,283,5.043425117,0,0,0,0,0,0
19788577,Bushwick Landing Pad,36952002,Debra,40.68787,-73.91305,35,2,15,7/14/19,0.68,1,4,3.555348061,1,0,0,0,1,0
19789620,Kozy Kingsbridge,139013186,Iris,40.87896,-73.90674,75,2,40,5/19/19,1.67,1,271,4.317488114,0,0,0,1,1,0
19790151,Only 30 Minutes Away From Manhattan,106430338,Alana,40.612,-73.99573,57,3,3,10/30/18,0.25,2,85,4.043051268,1,0,0,0,1,0
19790344,Spacious 1BR on the border of West Village/Chelsea,24861274,Madison,40.73881,-73.99741,200,2,25,7/14/19,1.13,1,19,5.298317367,0,0,0,0,0,0
19798405,The Astoria House: private 1B apt in NYC,446095,Chris And Nina,40.77148,-73.9138,170,2,60,7/30/19,2.97,1,309,5.135798437,0,1,0,0,0,0
19799021,Convenient 3 Bedroom w/ Large Terrace in Flushing,5962328,Alan,40.7602,-73.82324,180,30,3,7/22/19,0.17,15,202,5.192956851,0,1,0,0,0,0
19799489,Cozy Retreat on Atlantic Ave,139838320,Bismillah,40.67964,-73.94987,200,2,37,7/1/19,1.52,2,93,5.298317367,1,0,0,0,0,0
19801154,Cozy private room in Williamsburg,83671631,Esperanza,40.71262,-73.94156,60,2,1,5/27/19,0.42,1,269,4.094344562,1,0,0,0,1,0
19801466,Luxury Home away from home in NYC!,87612379,Marta,40.72267,-73.86997,140,3,38,8/3/19,1.62,1,216,4.941642423,0,1,0,0,0,0
19802994,Entire Loft with Private Bath in Queens,28270349,Jie,40.76589,-73.79449,89,1,109,8/5/19,4.37,2,142,4.48863637,0,1,0,0,0,0
19803017,Incredible East Village Apartment on St Marks!,28881583,Laila,40.72759,-73.98466,150,2,30,7/28/19,1.21,1,5,5.010635294,0,0,0,0,0,0
19803042,"Landmark 2bdrm Apt, Near Subway 20min to Manhattan",23212298,Seda,40.6758,-73.9401,127,4,58,7/13/19,2.46,1,288,4.844187086,1,0,0,0,0,0
19803208,Spacious & Spectacular,9020323,Andrea,40.67921,-73.94283,115,3,20,7/5/19,0.86,1,176,4.744932128,1,0,0,0,1,0
19803462,Beauty of New York!,139871790,Reisha,40.76301,-73.95719,123,3,30,7/18/19,1.2,1,7,4.812184355,0,0,0,0,0,0
19803515,Little Italian Manor,139871943,Patrick,40.72044,-73.99646,81,4,61,7/6/19,2.45,3,95,4.394449155,0,0,0,0,1,0
19809264,Big Sunny 1BR near the subway - 20 mins to NYC!,18197578,Caitlin,40.66756,-73.95812,100,3,12,11/25/18,0.48,1,4,4.605170186,1,0,0,0,0,0
19811114,Beautiful newly renovated home-Long stays welcome!,16705993,Richard,40.68958,-73.85294,70,2,7,10/16/17,0.29,1,89,4.248495242,0,1,0,0,1,0
19811196,Private Room Spacious Apartment UES/Spanish Harlem,122038325,Watson,40.78809,-73.94194,76,2,79,5/8/19,3.2,1,19,4.33073334,0,0,0,0,1,0
19811816,"Modern townhouse in Clinton Hill, Brooklyn",28363708,Gregory,40.69604,-73.9708,350,7,0,,0,1,174,5.857933154,1,0,0,0,0,0
19812026,"Lovely, Cozy Room in Inwood",38098992,Julia,40.86437,-73.92347,65,2,2,7/1/18,0.09,2,98,4.17438727,0,0,0,0,1,0
19812097,"Two B/Rm (2-3 guests) Near Beach, A/air train, JFK",139957134,Trudy,40.5991,-73.79944,50,2,29,7/11/19,1.22,3,257,3.912023005,0,1,0,0,1,0
19814107,"COMFY “Twin bed"" NEXT-LGA AIRPORT/Pre Book-US OPEN",32446721,Veronica,40.74825,-73.86396,37,1,18,7/3/19,0.72,6,364,3.610917913,0,1,0,0,0,1
19815527,Nolita Home,11654079,Deniz,40.72361,-73.99467,300,7,14,4/19/19,0.64,1,9,5.703782475,0,0,0,0,0,0
19818960,Harlem Haven Cozy Private Bed & Bath,1693845,Roni,40.81553,-73.94672,135,2,34,7/21/19,1.38,1,84,4.905274778,0,0,0,0,1,0
19819750,Smart Manhattan Flat (upper east side),5353151,Justin,40.78207,-73.94717,72,3,23,8/1/19,0.95,1,59,4.276666119,0,0,0,0,1,0
19820146,Light filled apartment in Sunset Park,3171141,Stav,40.64203,-74.01383,90,30,0,,0,1,25,4.49980967,1,0,0,0,0,0
19822964,UPPER WEST SIDE | 1 BEDROOM |  Lincoln Center,131647128,Emily,40.77395,-73.98786,190,30,8,6/3/19,0.35,25,300,5.247024072,0,0,0,0,0,0
19823445,Beautiful and Modern Brooklyn Apartment,20063690,Naheima,40.68695,-73.94858,150,2,72,8/3/19,2.91,2,292,5.010635294,1,0,0,0,0,0
19825152,"Luxurious, Beautiful, Spacious 2BR in Williamsburg",140083988,Chris,40.7111,-73.9487,175,2,106,7/20/19,4.22,1,151,5.164785974,1,0,0,0,0,0
19825578,"Beautiful Cozy,clean NYC nest at amazing location.",21938310,Jane,40.72818,-73.98925,95,2,1,7/24/17,0.04,1,71,4.553876892,0,0,0,0,1,0
19827778,Mi Casa su Casa!,71749435,Paul,40.84102,-73.93822,80,3,39,7/30/19,1.57,1,27,4.382026635,0,0,0,0,0,0
19828183,❤️Private Suite w Balcony ❤️25 Mins to NYC,8266069,Linda And Liz,40.73704,-73.87877,120,2,114,8/3/19,4.72,1,225,4.787491743,0,1,0,0,1,0
19828845,Chic & Sleek Mid-Century Styled Apt,48881330,Nina,40.66589,-73.95103,100,3,6,1/20/19,0.24,1,278,4.605170186,1,0,0,0,0,0
19829390,Charming apartment + private patio in Times Square,140128474,Chris,40.7583,-73.98295,210,3,147,8/6/19,5.86,1,239,5.347107531,0,0,0,0,0,0
19829879,Spacious Loft with Designer Layout,2887664,Brock,40.7124,-73.96342,260,2,15,5/23/19,0.65,1,81,5.560681631,1,0,0,0,0,0
19829900,Modern Front Apartment in Brooklyn!,123634626,Livia,40.61889,-73.99895,99,3,29,7/7/19,1.87,1,329,4.59511985,1,0,0,0,0,0
19830008,Charming Private Room in the heart of East Village,139942077,Sahar,40.72304,-73.98089,125,1,83,7/14/19,3.34,1,345,4.828313737,0,0,0,0,1,0
19830169,Brooklyn Bedroom with Rooftop and Garden,922462,Stacia,40.6732,-73.9553,65,2,0,,0,1,127,4.17438727,1,0,0,0,1,0
19830557,Modern room in renovated Williamsburg apartment,28819052,Taylor,40.71379,-73.94207,80,2,100,7/18/19,4.13,1,23,4.382026635,1,0,0,0,1,0
19830759,Beautiful Large Bedroom in Brooklyn!,2891898,Jennifer,40.64712,-73.99646,48,5,4,7/21/19,0.35,1,226,3.871201011,1,0,0,0,1,0
19836734,Sunlit giant apt in the privileged Upper East,4380358,C Lum,40.78072,-73.94726,135,4,5,5/31/19,0.21,1,95,4.905274778,0,0,0,0,1,0
19837851,Bright 3-bedroom apartment in beautiful Brooklyn,140220933,Yolanda,40.65614,-73.91754,103,3,36,7/1/19,1.5,1,291,4.634728988,1,0,0,0,0,0
19838251,Sunny Room in Gigantic Loft,1668570,Branko,40.6892,-73.92711,55,3,29,3/21/19,1.16,1,28,4.007333185,1,0,0,0,1,0
19838917,ABSOLUTE PRIVACY - 10 Mins to JFK 20 Mins to LGA!,135337934,Steve,40.70969,-73.73133,110,2,21,7/20/19,0.85,2,57,4.700480366,0,1,0,0,0,0
19841463,East Williamsburg Hideaway House,19612095,Ellie,40.70699,-73.93221,45,2,1,6/30/19,0.79,2,251,3.80666249,1,0,0,0,1,0
19841837,Elegant Private Room in Midtown West,105049617,Gio,40.75832,-73.99179,129,1,111,7/28/19,4.44,3,158,4.859812404,0,0,0,0,1,0
19842557,Exclusive Modern Private Room in Hells Kitchen,105049617,Gio,40.76015,-73.99017,129,1,114,7/21/19,4.55,3,167,4.859812404,0,0,0,0,1,0
19843040,Trendy Private Room in Midtown West,105049617,Gio,40.76002,-73.98958,129,1,104,7/28/19,4.15,3,181,4.859812404,0,0,0,0,1,0
19843398,UPPER WEST SIDE - WEST END AVENUE AND 65TH ST,131647128,Emily,40.77418,-73.98799,190,30,9,2/19/19,0.41,25,283,5.247024072,0,0,0,0,0,0
19845074,Cozy private room in Hamilton Heights in Manhattan,2409072,Erykah,40.82649,-73.94623,60,2,15,5/31/19,0.63,1,96,4.094344562,0,0,0,0,1,0
19845637,Cosy bedroom complete with fort,10966079,Ward,40.70898,-73.96121,75,4,57,7/30/19,2.27,2,65,4.317488114,1,0,0,0,1,0
19847065,"Gorgeous UWS apt, close to culture and nature!",3263559,Rachel,40.77509,-73.98159,187,3,7,2/8/19,0.31,1,2,5.231108617,0,0,0,0,0,0
19847790,Spacious 3 BDR APT Brooklyn Sleeps 12!,129646758,Sherry  W  X,40.64377,-73.95085,160,3,56,7/30/19,2.28,2,314,5.075173815,1,0,0,0,0,0
19848191,Crown Heights 2 Bedroom Apt.,88001494,Mendy,40.66611,-73.93708,90,2,39,7/19/19,1.57,3,26,4.49980967,1,0,0,0,1,0
19848373,The City Farmhouse APT A **MONTHLY RENTALS**,119441,Angele,40.75829,-73.91298,200,7,11,7/27/19,0.47,3,241,5.298317367,0,1,0,0,0,0
19848536,Cozy room with a bathroom,71540842,Willy,40.70801,-73.90928,48,3,55,7/24/19,2.21,2,180,3.871201011,0,1,0,0,1,0
19850113,Cozy Bright in Kensington by trains,14898658,Chadanut,40.64242,-73.98138,45,1,22,5/21/19,0.92,10,6,3.80666249,1,0,0,0,1,0
19853102,Fanta Sea Home,131777975,Jewell,40.66293,-73.91729,90,4,4,1/1/19,0.2,3,89,4.49980967,1,0,0,0,1,0
19855804,Spacious 1 Bedroom in East Village,79527116,Pamela,40.72826,-73.98156,150,7,41,12/26/18,1.65,1,161,5.010635294,0,0,0,0,0,0
19856880,Short ride into the city from Astoria,132042700,Evi,40.76287,-73.92374,47,1,78,12/12/18,3.12,3,154,3.850147602,0,1,0,0,1,0
19857263,One bedroom luxury apartment!,26178020,Monica,40.75265,-73.9405,180,30,0,,0,1,83,5.192956851,0,1,0,0,0,0
19858046,Perfect Grand Central apartment,140433041,Ariel,40.75083,-73.97271,325,3,21,12/29/18,0.85,1,8,5.783825182,0,0,0,0,0,0
19859156,Spacious room in Williamsburg.,48100358,Ivan,40.70803,-73.9591,55,1,89,7/6/19,3.65,3,19,4.007333185,1,0,0,0,1,0
19862301,Free Breakfast/Few mins to Metro/Beautiful room,92904768,Adebayo,40.67643,-73.92295,50,2,58,12/29/18,2.34,1,179,3.912023005,1,0,0,0,1,0
19863737,"Penthouse attic, 1bed 1 bath. Private & Cool",85551746,En,40.73965,-73.86893,233,1,0,,0,1,41,5.451038454,0,1,0,0,0,0
19864245,Cozy bedroom in East Williamsburg loft.,140503168,Ariel,40.71729,-73.9453,95,3,1,7/27/17,0.04,1,96,4.553876892,1,0,0,0,1,0
19867930,"Peaceful Private Attic Bedroom, Living Room & Bath",20433973,Julia,40.83914,-73.78158,80,1,7,7/8/19,1.28,2,356,4.382026635,0,0,0,1,1,0
19873282,Gorgeous and Spacious Brooklyn 3 Bedroom Gateway,114238471,Abass & Sere,40.67545,-73.90973,199,2,50,8/5/19,2.03,3,56,5.293304825,1,0,0,0,0,0
19874046,"Kew Gardens, New York",55952349,Umberto,40.70847,-73.82961,150,6,4,7/7/19,0.16,1,64,5.010635294,0,1,0,0,0,0
19874726,Cute 1-bedroom uptown apt,34359486,Katherine,40.81379,-73.94671,120,2,12,7/27/19,0.48,1,157,4.787491743,0,0,0,0,0,0
19876256,Cozy and Charming Brooklyn 1-Bedroom with Balcony,114238471,Abass & Sere,40.67601,-73.91097,150,2,44,7/23/19,1.8,3,38,5.010635294,1,0,0,0,0,0
19876641,Boho Brooklyn nest,93859477,Mac,40.71983,-73.9592,210,2,23,3/26/19,0.93,1,1,5.347107531,1,0,0,0,0,0
19878366,"@Ferry,Large Private Rm,Renovated/Stylish,Views...",117492425,Dine,40.64478,-74.07897,33,4,66,7/22/19,2.79,6,147,3.496507561,0,0,1,0,1,0
19884639,"#3 Bright And Cozy Room, 30 minutes to Manhattan",619942,Stacy & Simon,40.6884,-73.87253,42,30,46,6/29/19,1.9,6,149,3.737669618,1,0,0,0,1,0
19885344,"Spacious, Airy, Private Bedroom",19608476,Celia,40.83495,-73.94406,87,3,37,7/31/19,1.48,1,5,4.465908119,0,0,0,0,1,0
19886609,The Magnificent,137411167,Becky,40.84024,-73.85836,45,1,23,6/1/19,0.92,1,68,3.80666249,0,0,0,1,1,0
19887405,Elegant Arty Studio In Brooklyn,83061189,Stephen,40.6859,-73.98959,150,1,8,7/4/19,0.33,1,170,5.010635294,1,0,0,0,0,0
19887942,Unique 3 bedroom apartment in Bed-Stuy come all,140770094,Edwin,40.68286,-73.93379,170,3,79,8/2/19,3.28,1,289,5.135798437,1,0,0,0,0,0
19888160,Cool Room + Private Bathroom | Hip Location!,128517263,Alina,40.69876,-73.93687,75,5,8,1/28/19,0.33,3,7,4.317488114,1,0,0,0,1,0
19888622,Beautiful two bedroom apt in Crown Heights/Bedsty,140470401,Peter,40.67719,-73.93205,200,2,52,7/17/19,2.11,1,88,5.298317367,1,0,0,0,0,0
19891174,Bright Room in the great neighborhood ofPark Slope,55468128,Reina,40.6582,-73.98235,49,1,114,7/25/19,5.01,7,279,3.891820298,1,0,0,0,1,0
19891896,Huge space right next to Central Park,125458231,Mohammad,40.79403,-73.96314,85,1,0,,0,1,363,4.442651256,0,0,0,0,1,0
19892549,Central Harlem- 15 Min to Times Square,26645843,Camaron,40.80781,-73.95134,250,5,2,6/25/19,0.1,1,35,5.521460918,0,0,0,0,0,0
19893872,Art Lovers Paradise in Upper Manhattan,140847083,Richard,40.8445,-73.9404,99,2,20,5/5/19,0.85,1,18,4.59511985,0,0,0,0,1,0
19894567,"#2 Newly Renovated Room , 30 minutes to Manhattan",619942,Stacy & Simon,40.68705,-73.87036,42,30,34,6/30/19,1.41,6,101,3.737669618,1,0,0,0,1,0
19898570,Cosy Studio in Rego Park,140889033,Vasiliki,40.72318,-73.85621,40,14,1,2/24/19,0.18,1,7,3.688879454,0,1,0,0,0,0
19901755,"Not Fancy, but Location+Value +Cozy !",140923110,Albert,40.71721,-73.99171,115,4,66,7/28/19,2.66,1,36,4.744932128,0,0,0,0,0,0
19902776,Beautiful 2br apt. in heart of historic Harlem,140931908,Daniela,40.81033,-73.93874,200,2,9,6/25/19,0.37,1,56,5.298317367,0,0,0,0,0,0
19906460,Luxury 2 Beds 1 Bath by  lincoln center,131647128,Emily,40.77396,-73.98782,225,30,20,5/16/19,0.86,25,233,5.416100402,0,0,0,0,0,0
19906528,Calm and cozy bedstuy room,72926334,Iquane,40.6844,-73.93138,27,1,69,7/22/19,2.81,3,49,3.295836866,1,0,0,0,1,0
19906578,Charming studio in the heart of Williamsburg,132839074,Jill,40.71673,-73.94442,101,2,8,7/5/19,0.68,1,7,4.615120517,1,0,0,0,0,0
19907176,"Upper West side,Lincoln center,Luxury 2Bed 2Bath",131647128,Emily,40.77578,-73.98923,255,30,5,2/27/19,0.25,25,283,5.541263545,0,0,0,0,0,0
19907609,"Upper West side, 2 bed 2 Bath",131647128,Emily,40.77476,-73.98947,320,30,8,6/28/19,0.37,25,291,5.768320996,0,0,0,0,0,0
19908088,Luxury Apartment in NYC Financial District,140983856,Nini,40.70492,-74.00797,199,7,38,7/31/19,1.54,1,293,5.293304825,0,0,0,0,0,0
19908261,Coolest Apartment at Great Location!!,137264725,Gulcin,40.71366,-73.99153,320,1,4,7/21/19,0.19,4,252,5.768320996,0,0,0,0,0,0
19909197,Private Room in Park Slope Loft/Townhouse,52583380,Sebastian,40.67872,-73.9792,88,3,8,12/8/17,0.32,1,3,4.477336814,1,0,0,0,1,0
19910952,RELAX & UNWIND - Classy Unique HOUSE for 9 People,99202586,Thelma,40.62967,-74.1285,135,2,21,5/26/19,0.85,5,249,4.905274778,0,0,1,0,0,0
19911921,Cozy 1 bedroom in the heart of E. Village,15932734,Komail,40.72688,-73.98546,160,2,20,5/18/19,0.85,1,1,5.075173815,0,0,0,0,0,0
